x,y,width,height,attempt,log_attempt,made,miss,made2,made3,miss2,miss3
66,66,1,1,20,1.3010299956639813,7,13,7,0,13,0
67,66,1,1,9,0.9542425094393249,5,4,5,0,4,0
68,66,1,1,26,1.414973347970818,14,12,14,0,12,0
69,66,1,1,24,1.380211241711606,9,15,9,0,15,0
70,66,1,1,14,1.146128035678238,3,11,3,0,11,0
71,66,1,1,21,1.3222192947339193,9,12,9,0,12,0
72,66,1,1,15,1.1760912590556813,6,9,6,0,9,0
73,66,1,1,19,1.2787536009528289,4,15,4,0,15,0
74,66,1,1,19,1.2787536009528289,6,13,6,0,13,0
75,66,1,1,14,1.146128035678238,4,10,4,0,10,0
76,66,1,1,5,0.6989700043360189,1,4,1,0,4,0
77,66,1,1,12,1.0791812460476249,7,5,7,0,5,0
78,66,1,1,11,1.0413926851582251,4,7,4,0,7,0
79,66,1,1,12,1.0791812460476249,5,7,5,0,7,0
80,66,1,1,7,0.8450980400142568,2,5,2,0,5,0
81,66,1,1,7,0.8450980400142568,2,5,2,0,5,0
82,66,1,1,7,0.8450980400142568,4,3,4,0,3,0
84,66,1,1,3,0.47712125471966244,2,1,2,0,1,0
85,66,1,1,1,0.0,0,1,0,0,1,0
88,66,1,1,14,1.146128035678238,3,11,0,3,0,11
89,66,1,1,29,1.462397997898956,9,20,0,9,0,20
90,66,1,1,70,1.845098040014257,26,44,0,26,0,44
91,66,1,1,64,1.806179973983887,20,44,0,20,0,44
92,66,1,1,74,1.8692317197309762,25,49,0,25,0,49
93,66,1,1,27,1.4313637641589874,11,16,0,11,0,16
94,66,1,1,24,1.380211241711606,9,15,0,9,0,15
95,66,1,1,16,1.2041199826559248,4,12,0,4,0,12
96,66,1,1,3,0.47712125471966244,1,2,0,1,0,2
97,66,1,1,2,0.3010299956639812,2,0,0,2,0,0
98,66,1,1,1,0.0,0,1,0,0,0,1
3,67,1,1,1,0.0,0,1,0,0,0,1
4,67,1,1,3,0.47712125471966244,2,1,0,2,0,1
5,67,1,1,4,0.6020599913279624,2,2,0,2,0,2
6,67,1,1,18,1.255272505103306,5,13,0,5,0,13
7,67,1,1,35,1.5440680443502757,9,26,0,9,0,26
8,67,1,1,78,1.8920946026904804,17,61,0,17,0,61
9,67,1,1,100,2.0,41,59,0,41,0,59
10,67,1,1,126,2.100370545117563,47,79,0,47,0,79
11,67,1,1,86,1.9344984512435677,33,53,0,33,0,53
12,67,1,1,56,1.7481880270062005,22,34,0,22,0,34
13,67,1,1,8,0.9030899869919435,3,5,0,3,0,5
14,67,1,1,2,0.3010299956639812,0,2,0,0,2,0
16,67,1,1,1,0.0,0,1,0,0,1,0
17,67,1,1,8,0.9030899869919435,2,6,2,0,6,0
18,67,1,1,4,0.6020599913279624,2,2,2,0,2,0
19,67,1,1,6,0.7781512503836436,1,5,1,0,5,0
20,67,1,1,4,0.6020599913279624,1,3,1,0,3,0
21,67,1,1,8,0.9030899869919435,3,5,3,0,5,0
22,67,1,1,7,0.8450980400142568,2,5,2,0,5,0
23,67,1,1,16,1.2041199826559248,2,14,2,0,14,0
24,67,1,1,8,0.9030899869919435,1,7,1,0,7,0
25,67,1,1,15,1.1760912590556813,10,5,10,0,5,0
26,67,1,1,8,0.9030899869919435,3,5,3,0,5,0
27,67,1,1,18,1.255272505103306,3,15,3,0,15,0
28,67,1,1,14,1.146128035678238,3,11,3,0,11,0
29,67,1,1,14,1.146128035678238,2,12,2,0,12,0
30,67,1,1,15,1.1760912590556813,4,11,4,0,11,0
31,67,1,1,12,1.0791812460476249,2,10,2,0,10,0
32,67,1,1,12,1.0791812460476249,8,4,8,0,4,0
33,67,1,1,8,0.9030899869919435,3,5,3,0,5,0
34,67,1,1,14,1.146128035678238,3,11,3,0,11,0
35,67,1,1,15,1.1760912590556813,8,7,8,0,7,0
36,67,1,1,20,1.3010299956639813,7,13,7,0,13,0
37,67,1,1,9,0.9542425094393249,5,4,5,0,4,0
38,67,1,1,14,1.146128035678238,4,10,4,0,10,0
39,67,1,1,18,1.255272505103306,3,15,3,0,15,0
40,67,1,1,22,1.3424226808222062,8,14,8,0,14,0
41,67,1,1,18,1.255272505103306,5,13,5,0,13,0
42,67,1,1,32,1.505149978319906,14,18,14,0,18,0
43,67,1,1,27,1.4313637641589874,9,18,9,0,18,0
44,67,1,1,40,1.6020599913279623,17,23,17,0,23,0
45,67,1,1,24,1.380211241711606,6,18,6,0,18,0
46,67,1,1,37,1.568201724066995,10,27,10,0,27,0
47,67,1,1,36,1.5563025007672873,18,18,18,0,18,0
48,67,1,1,40,1.6020599913279623,15,25,15,0,25,0
49,67,1,1,64,1.806179973983887,28,36,28,0,36,0
50,67,1,1,67,1.8260748027008264,29,38,29,0,38,0
51,67,1,1,87,1.9395192526186185,26,61,26,0,61,0
52,67,1,1,52,1.7160033436347992,25,27,25,0,27,0
53,67,1,1,47,1.6720978579357175,18,29,18,0,29,0
54,67,1,1,48,1.6812412373755872,15,33,15,0,33,0
55,67,1,1,56,1.7481880270062005,21,35,21,0,35,0
56,67,1,1,39,1.591064607026499,14,25,14,0,25,0
57,67,1,1,43,1.6334684555795864,20,23,20,0,23,0
58,67,1,1,49,1.6901960800285136,17,32,17,0,32,0
59,67,1,1,37,1.568201724066995,8,29,8,0,29,0
60,67,1,1,33,1.5185139398778875,10,23,10,0,23,0
61,67,1,1,21,1.3222192947339193,7,14,7,0,14,0
62,67,1,1,26,1.414973347970818,10,16,10,0,16,0
63,67,1,1,24,1.380211241711606,7,17,7,0,17,0
64,67,1,1,26,1.414973347970818,10,16,10,0,16,0
65,67,1,1,19,1.2787536009528289,5,14,5,0,14,0
66,67,1,1,17,1.2304489213782739,5,12,5,0,12,0
67,67,1,1,11,1.0413926851582251,3,8,3,0,8,0
68,67,1,1,15,1.1760912590556813,6,9,6,0,9,0
69,67,1,1,21,1.3222192947339193,8,13,8,0,13,0
70,67,1,1,12,1.0791812460476249,4,8,4,0,8,0
71,67,1,1,19,1.2787536009528289,7,12,7,0,12,0
72,67,1,1,17,1.2304489213782739,6,11,6,0,11,0
73,67,1,1,15,1.1760912590556813,6,9,6,0,9,0
74,67,1,1,18,1.255272505103306,7,11,7,0,11,0
75,67,1,1,15,1.1760912590556813,5,10,5,0,10,0
76,67,1,1,11,1.0413926851582251,3,8,3,0,8,0
77,67,1,1,16,1.2041199826559248,6,10,6,0,10,0
78,67,1,1,9,0.9542425094393249,3,6,3,0,6,0
79,67,1,1,13,1.1139433523068367,5,8,5,0,8,0
80,67,1,1,9,0.9542425094393249,3,6,3,0,6,0
81,67,1,1,3,0.47712125471966244,2,1,2,0,1,0
82,67,1,1,6,0.7781512503836436,2,4,2,0,4,0
83,67,1,1,8,0.9030899869919435,1,7,1,0,7,0
84,67,1,1,4,0.6020599913279624,2,2,2,0,2,0
86,67,1,1,1,0.0,0,1,0,0,1,0
87,67,1,1,3,0.47712125471966244,0,3,0,0,0,3
88,67,1,1,12,1.0791812460476249,4,8,0,4,0,8
89,67,1,1,25,1.3979400086720377,7,18,0,7,0,18
90,67,1,1,89,1.9493900066449128,30,59,0,30,0,59
91,67,1,1,93,1.968482948553935,31,62,0,31,0,62
92,67,1,1,75,1.8750612633917,25,50,0,25,0,50
93,67,1,1,43,1.6334684555795864,14,29,0,14,0,29
94,67,1,1,29,1.462397997898956,8,21,0,8,0,21
95,67,1,1,8,0.9030899869919435,2,6,0,2,0,6
96,67,1,1,3,0.47712125471966244,3,0,0,3,0,0
97,67,1,1,3,0.47712125471966244,1,2,0,1,0,2
3,68,1,1,3,0.47712125471966244,0,3,0,0,0,3
4,68,1,1,6,0.7781512503836436,2,4,0,2,0,4
5,68,1,1,8,0.9030899869919435,2,6,0,2,0,6
6,68,1,1,26,1.414973347970818,10,16,0,10,0,16
7,68,1,1,63,1.7993405494535817,21,42,0,21,0,42
8,68,1,1,84,1.9242792860618816,26,58,0,26,0,58
9,68,1,1,89,1.9493900066449128,27,62,0,27,0,62
10,68,1,1,83,1.919078092376074,24,59,0,24,0,59
11,68,1,1,40,1.6020599913279623,16,24,0,16,0,24
12,68,1,1,13,1.1139433523068367,6,7,0,6,0,7
14,68,1,1,3,0.47712125471966244,0,3,0,0,3,0
15,68,1,1,2,0.3010299956639812,1,1,1,0,1,0
16,68,1,1,1,0.0,1,0,1,0,0,0
17,68,1,1,1,0.0,0,1,0,0,1,0
18,68,1,1,4,0.6020599913279624,1,3,1,0,3,0
19,68,1,1,2,0.3010299956639812,2,0,2,0,0,0
20,68,1,1,3,0.47712125471966244,2,1,2,0,1,0
21,68,1,1,7,0.8450980400142568,4,3,4,0,3,0
22,68,1,1,9,0.9542425094393249,2,7,2,0,7,0
23,68,1,1,11,1.0413926851582251,1,10,1,0,10,0
24,68,1,1,7,0.8450980400142568,2,5,2,0,5,0
25,68,1,1,9,0.9542425094393249,4,5,4,0,5,0
26,68,1,1,14,1.146128035678238,0,14,0,0,14,0
27,68,1,1,9,0.9542425094393249,1,8,1,0,8,0
28,68,1,1,13,1.1139433523068367,5,8,5,0,8,0
29,68,1,1,18,1.255272505103306,10,8,10,0,8,0
30,68,1,1,11,1.0413926851582251,0,11,0,0,11,0
31,68,1,1,15,1.1760912590556813,3,12,3,0,12,0
32,68,1,1,14,1.146128035678238,5,9,5,0,9,0
33,68,1,1,14,1.146128035678238,3,11,3,0,11,0
34,68,1,1,12,1.0791812460476249,3,9,3,0,9,0
35,68,1,1,16,1.2041199826559248,5,11,5,0,11,0
36,68,1,1,16,1.2041199826559248,6,10,6,0,10,0
37,68,1,1,17,1.2304489213782739,5,12,5,0,12,0
38,68,1,1,14,1.146128035678238,4,10,4,0,10,0
39,68,1,1,12,1.0791812460476249,3,9,3,0,9,0
40,68,1,1,21,1.3222192947339193,7,14,7,0,14,0
41,68,1,1,25,1.3979400086720377,5,20,5,0,20,0
42,68,1,1,36,1.5563025007672873,13,23,13,0,23,0
43,68,1,1,30,1.4771212547196624,9,21,9,0,21,0
44,68,1,1,29,1.462397997898956,12,17,12,0,17,0
45,68,1,1,42,1.6232492903979006,14,28,14,0,28,0
46,68,1,1,35,1.5440680443502757,14,21,14,0,21,0
47,68,1,1,49,1.6901960800285136,17,32,17,0,32,0
48,68,1,1,46,1.662757831681574,11,35,11,0,35,0
49,68,1,1,61,1.7853298350107671,15,46,15,0,46,0
50,68,1,1,72,1.8573324964312685,20,52,20,0,52,0
51,68,1,1,88,1.9444826721501687,26,62,26,0,62,0
52,68,1,1,81,1.9084850188786497,28,53,28,0,53,0
53,68,1,1,64,1.806179973983887,26,38,26,0,38,0
54,68,1,1,44,1.6434526764861874,19,25,19,0,25,0
55,68,1,1,45,1.6532125137753437,21,24,21,0,24,0
56,68,1,1,48,1.6812412373755872,16,32,16,0,32,0
57,68,1,1,37,1.568201724066995,13,24,13,0,24,0
58,68,1,1,46,1.662757831681574,18,28,18,0,28,0
59,68,1,1,34,1.5314789170422551,16,18,16,0,18,0
60,68,1,1,26,1.414973347970818,8,18,8,0,18,0
61,68,1,1,18,1.255272505103306,2,16,2,0,16,0
62,68,1,1,18,1.255272505103306,5,13,5,0,13,0
63,68,1,1,11,1.0413926851582251,2,9,2,0,9,0
64,68,1,1,22,1.3424226808222062,5,17,5,0,17,0
65,68,1,1,16,1.2041199826559248,2,14,2,0,14,0
66,68,1,1,16,1.2041199826559248,5,11,5,0,11,0
67,68,1,1,15,1.1760912590556813,3,12,3,0,12,0
68,68,1,1,19,1.2787536009528289,5,14,5,0,14,0
69,68,1,1,7,0.8450980400142568,1,6,1,0,6,0
70,68,1,1,17,1.2304489213782739,4,13,4,0,13,0
71,68,1,1,16,1.2041199826559248,6,10,6,0,10,0
72,68,1,1,21,1.3222192947339193,9,12,9,0,12,0
73,68,1,1,15,1.1760912590556813,3,12,3,0,12,0
74,68,1,1,9,0.9542425094393249,4,5,4,0,5,0
75,68,1,1,7,0.8450980400142568,1,6,1,0,6,0
76,68,1,1,10,1.0,2,8,2,0,8,0
77,68,1,1,12,1.0791812460476249,3,9,3,0,9,0
78,68,1,1,10,1.0,2,8,2,0,8,0
79,68,1,1,17,1.2304489213782739,7,10,7,0,10,0
80,68,1,1,11,1.0413926851582251,5,6,5,0,6,0
81,68,1,1,2,0.3010299956639812,0,2,0,0,2,0
82,68,1,1,4,0.6020599913279624,3,1,3,0,1,0
83,68,1,1,1,0.0,0,1,0,0,1,0
84,68,1,1,2,0.3010299956639812,0,2,0,0,2,0
85,68,1,1,1,0.0,1,0,1,0,0,0
87,68,1,1,1,0.0,0,1,0,0,1,0
88,68,1,1,3,0.47712125471966244,0,3,0,0,0,3
89,68,1,1,8,0.9030899869919435,4,4,0,4,0,4
90,68,1,1,41,1.6127838567197355,13,28,0,13,0,28
91,68,1,1,55,1.7403626894942439,25,30,0,25,0,30
92,68,1,1,67,1.8260748027008264,19,48,0,19,0,48
93,68,1,1,53,1.724275869600789,19,34,0,19,0,34
94,68,1,1,46,1.662757831681574,10,36,0,10,0,36
95,68,1,1,28,1.4471580313422192,9,19,0,9,0,19
96,68,1,1,7,0.8450980400142568,1,6,0,1,0,6
98,68,1,1,1,0.0,0,1,0,0,0,1
3,69,1,1,1,0.0,0,1,0,0,0,1
4,69,1,1,4,0.6020599913279624,3,1,0,3,0,1
5,69,1,1,6,0.7781512503836436,1,5,0,1,0,5
6,69,1,1,18,1.255272505103306,6,12,0,6,0,12
7,69,1,1,50,1.6989700043360187,18,32,0,18,0,32
8,69,1,1,94,1.9731278535996986,34,60,0,34,0,60
9,69,1,1,75,1.8750612633917,24,51,0,24,0,51
10,69,1,1,95,1.9777236052888478,34,61,0,34,0,61
11,69,1,1,35,1.5440680443502757,9,26,0,9,0,26
12,69,1,1,16,1.2041199826559248,3,13,0,3,0,13
14,69,1,1,1,0.0,0,1,0,0,1,0
15,69,1,1,1,0.0,1,0,1,0,0,0
16,69,1,1,3,0.47712125471966244,1,2,1,0,2,0
17,69,1,1,4,0.6020599913279624,1,3,1,0,3,0
18,69,1,1,4,0.6020599913279624,3,1,3,0,1,0
19,69,1,1,7,0.8450980400142568,2,5,2,0,5,0
20,69,1,1,4,0.6020599913279624,2,2,2,0,2,0
21,69,1,1,11,1.0413926851582251,4,7,4,0,7,0
22,69,1,1,8,0.9030899869919435,4,4,4,0,4,0
23,69,1,1,8,0.9030899869919435,4,4,4,0,4,0
24,69,1,1,11,1.0413926851582251,3,8,3,0,8,0
25,69,1,1,12,1.0791812460476249,4,8,4,0,8,0
26,69,1,1,8,0.9030899869919435,3,5,3,0,5,0
27,69,1,1,8,0.9030899869919435,3,5,3,0,5,0
28,69,1,1,15,1.1760912590556813,6,9,6,0,9,0
29,69,1,1,11,1.0413926851582251,2,9,2,0,9,0
30,69,1,1,11,1.0413926851582251,5,6,5,0,6,0
31,69,1,1,7,0.8450980400142568,0,7,0,0,7,0
32,69,1,1,22,1.3424226808222062,3,19,3,0,19,0
33,69,1,1,14,1.146128035678238,5,9,5,0,9,0
34,69,1,1,20,1.3010299956639813,6,14,6,0,14,0
35,69,1,1,18,1.255272505103306,8,10,8,0,10,0
36,69,1,1,13,1.1139433523068367,5,8,5,0,8,0
37,69,1,1,4,0.6020599913279624,0,4,0,0,4,0
38,69,1,1,9,0.9542425094393249,2,7,2,0,7,0
39,69,1,1,10,1.0,1,9,1,0,9,0
40,69,1,1,18,1.255272505103306,6,12,6,0,12,0
41,69,1,1,25,1.3979400086720377,6,19,6,0,19,0
42,69,1,1,39,1.591064607026499,14,25,14,0,25,0
43,69,1,1,37,1.568201724066995,16,21,16,0,21,0
44,69,1,1,30,1.4771212547196624,8,22,8,0,22,0
45,69,1,1,34,1.5314789170422551,15,19,15,0,19,0
46,69,1,1,40,1.6020599913279623,12,28,12,0,28,0
47,69,1,1,40,1.6020599913279623,16,24,16,0,24,0
48,69,1,1,50,1.6989700043360187,17,33,17,0,33,0
49,69,1,1,66,1.8195439355418688,27,39,27,0,39,0
50,69,1,1,71,1.8512583487190752,26,45,26,0,45,0
51,69,1,1,93,1.968482948553935,39,54,39,0,54,0
52,69,1,1,65,1.8129133566428555,25,40,25,0,40,0
53,69,1,1,73,1.863322860120456,29,44,29,0,44,0
54,69,1,1,50,1.6989700043360187,17,33,17,0,33,0
55,69,1,1,47,1.6720978579357175,18,29,18,0,29,0
56,69,1,1,61,1.7853298350107671,21,40,21,0,40,0
57,69,1,1,40,1.6020599913279623,16,24,16,0,24,0
58,69,1,1,44,1.6434526764861874,13,31,13,0,31,0
59,69,1,1,35,1.5440680443502757,5,30,5,0,30,0
60,69,1,1,36,1.5563025007672873,13,23,13,0,23,0
61,69,1,1,25,1.3979400086720377,5,20,5,0,20,0
62,69,1,1,16,1.2041199826559248,7,9,7,0,9,0
63,69,1,1,19,1.2787536009528289,6,13,6,0,13,0
64,69,1,1,26,1.414973347970818,8,18,8,0,18,0
65,69,1,1,20,1.3010299956639813,8,12,8,0,12,0
66,69,1,1,13,1.1139433523068367,5,8,5,0,8,0
67,69,1,1,25,1.3979400086720377,8,17,8,0,17,0
68,69,1,1,19,1.2787536009528289,3,16,3,0,16,0
69,69,1,1,18,1.255272505103306,4,14,4,0,14,0
70,69,1,1,16,1.2041199826559248,4,12,4,0,12,0
71,69,1,1,12,1.0791812460476249,5,7,5,0,7,0
72,69,1,1,9,0.9542425094393249,3,6,3,0,6,0
73,69,1,1,8,0.9030899869919435,3,5,3,0,5,0
74,69,1,1,8,0.9030899869919435,1,7,1,0,7,0
75,69,1,1,14,1.146128035678238,3,11,3,0,11,0
76,69,1,1,16,1.2041199826559248,4,12,4,0,12,0
77,69,1,1,8,0.9030899869919435,3,5,3,0,5,0
78,69,1,1,7,0.8450980400142568,2,5,2,0,5,0
79,69,1,1,6,0.7781512503836436,2,4,2,0,4,0
80,69,1,1,9,0.9542425094393249,4,5,4,0,5,0
81,69,1,1,12,1.0791812460476249,4,8,4,0,8,0
82,69,1,1,4,0.6020599913279624,2,2,2,0,2,0
83,69,1,1,7,0.8450980400142568,2,5,2,0,5,0
84,69,1,1,3,0.47712125471966244,0,3,0,0,3,0
88,69,1,1,3,0.47712125471966244,1,2,0,1,0,2
89,69,1,1,11,1.0413926851582251,3,8,0,3,0,8
90,69,1,1,41,1.6127838567197355,19,22,0,19,0,22
91,69,1,1,76,1.8808135922807914,25,51,0,25,0,51
92,69,1,1,93,1.968482948553935,34,59,0,34,0,59
93,69,1,1,63,1.7993405494535817,23,40,0,23,0,40
94,69,1,1,48,1.6812412373755872,12,36,0,12,0,36
95,69,1,1,26,1.414973347970818,10,16,0,10,0,16
96,69,1,1,5,0.6989700043360189,1,4,0,1,0,4
97,69,1,1,1,0.0,1,0,0,1,0,0
98,69,1,1,1,0.0,1,0,0,1,0,0
2,70,1,1,1,0.0,1,0,0,1,0,0
3,70,1,1,1,0.0,0,1,0,0,0,1
4,70,1,1,13,1.1139433523068367,4,9,0,4,0,9
5,70,1,1,21,1.3222192947339193,8,13,0,8,0,13
6,70,1,1,50,1.6989700043360187,17,33,0,17,0,33
7,70,1,1,82,1.9138138523837167,36,46,0,36,0,46
8,70,1,1,102,2.0086001717619175,42,60,0,42,0,60
9,70,1,1,101,2.0043213737826426,41,60,0,41,0,60
10,70,1,1,69,1.8388490907372552,14,55,0,14,0,55
11,70,1,1,17,1.2304489213782739,5,12,0,5,0,12
12,70,1,1,1,0.0,0,1,0,0,0,1
13,70,1,1,1,0.0,0,1,0,0,1,0
14,70,1,1,1,0.0,0,1,0,0,1,0
16,70,1,1,3,0.47712125471966244,2,1,2,0,1,0
17,70,1,1,5,0.6989700043360189,1,4,1,0,4,0
18,70,1,1,2,0.3010299956639812,1,1,1,0,1,0
19,70,1,1,5,0.6989700043360189,2,3,2,0,3,0
20,70,1,1,6,0.7781512503836436,2,4,2,0,4,0
21,70,1,1,11,1.0413926851582251,4,7,4,0,7,0
22,70,1,1,7,0.8450980400142568,2,5,2,0,5,0
23,70,1,1,10,1.0,5,5,5,0,5,0
24,70,1,1,11,1.0413926851582251,4,7,4,0,7,0
25,70,1,1,16,1.2041199826559248,2,14,2,0,14,0
26,70,1,1,9,0.9542425094393249,2,7,2,0,7,0
27,70,1,1,15,1.1760912590556813,4,11,4,0,11,0
28,70,1,1,10,1.0,4,6,4,0,6,0
29,70,1,1,12,1.0791812460476249,6,6,6,0,6,0
30,70,1,1,16,1.2041199826559248,7,9,7,0,9,0
31,70,1,1,18,1.255272505103306,6,12,6,0,12,0
32,70,1,1,17,1.2304489213782739,6,11,6,0,11,0
33,70,1,1,17,1.2304489213782739,8,9,8,0,9,0
34,70,1,1,17,1.2304489213782739,6,11,6,0,11,0
35,70,1,1,27,1.4313637641589874,7,20,7,0,20,0
36,70,1,1,19,1.2787536009528289,4,15,4,0,15,0
37,70,1,1,14,1.146128035678238,7,7,7,0,7,0
38,70,1,1,15,1.1760912590556813,7,8,7,0,8,0
39,70,1,1,16,1.2041199826559248,7,9,7,0,9,0
40,70,1,1,9,0.9542425094393249,2,7,2,0,7,0
41,70,1,1,19,1.2787536009528289,5,14,5,0,14,0
42,70,1,1,47,1.6720978579357175,18,29,18,0,29,0
43,70,1,1,45,1.6532125137753437,15,30,15,0,29,1
44,70,1,1,50,1.6989700043360187,15,35,15,0,35,0
45,70,1,1,59,1.7708520116421442,25,34,25,0,34,0
46,70,1,1,61,1.7853298350107671,27,34,27,0,34,0
47,70,1,1,84,1.9242792860618816,29,55,29,0,55,0
48,70,1,1,71,1.8512583487190752,26,45,26,0,45,0
49,70,1,1,131,2.1172712956557644,49,82,49,0,82,0
50,70,1,1,126,2.100370545117563,45,81,45,0,81,0
51,70,1,1,119,2.0755469613925306,46,73,46,0,73,0
52,70,1,1,90,1.954242509439325,33,57,33,0,57,0
53,70,1,1,84,1.9242792860618816,35,49,35,0,48,1
54,70,1,1,74,1.8692317197309762,35,39,35,0,39,0
55,70,1,1,78,1.8920946026904804,30,48,30,0,48,0
56,70,1,1,71,1.8512583487190752,35,36,35,0,36,0
57,70,1,1,63,1.7993405494535817,21,42,21,0,42,0
58,70,1,1,59,1.7708520116421442,24,35,24,0,35,0
59,70,1,1,63,1.7993405494535817,19,44,19,0,44,0
60,70,1,1,45,1.6532125137753437,13,32,13,0,32,0
61,70,1,1,25,1.3979400086720377,8,17,8,0,17,0
62,70,1,1,22,1.3424226808222062,9,13,9,0,13,0
63,70,1,1,15,1.1760912590556813,2,13,2,0,13,0
64,70,1,1,25,1.3979400086720377,8,17,8,0,17,0
65,70,1,1,22,1.3424226808222062,6,16,6,0,16,0
66,70,1,1,23,1.3617278360175928,7,16,7,0,16,0
67,70,1,1,19,1.2787536009528289,7,12,7,0,12,0
68,70,1,1,34,1.5314789170422551,8,26,8,0,26,0
69,70,1,1,22,1.3424226808222062,7,15,7,0,15,0
70,70,1,1,13,1.1139433523068367,3,10,3,0,10,0
71,70,1,1,19,1.2787536009528289,2,17,2,0,17,0
72,70,1,1,16,1.2041199826559248,5,11,5,0,11,0
73,70,1,1,26,1.414973347970818,10,16,10,0,16,0
74,70,1,1,6,0.7781512503836436,2,4,2,0,4,0
75,70,1,1,21,1.3222192947339193,7,14,7,0,14,0
76,70,1,1,12,1.0791812460476249,6,6,6,0,6,0
77,70,1,1,14,1.146128035678238,4,10,4,0,10,0
78,70,1,1,9,0.9542425094393249,3,6,3,0,6,0
79,70,1,1,10,1.0,1,9,1,0,9,0
80,70,1,1,14,1.146128035678238,5,9,5,0,9,0
81,70,1,1,7,0.8450980400142568,3,4,3,0,4,0
82,70,1,1,13,1.1139433523068367,2,11,2,0,11,0
83,70,1,1,4,0.6020599913279624,1,3,1,0,3,0
84,70,1,1,2,0.3010299956639812,1,1,1,0,1,0
85,70,1,1,2,0.3010299956639812,1,1,1,0,1,0
86,70,1,1,2,0.3010299956639812,1,1,1,0,1,0
87,70,1,1,1,0.0,0,1,0,0,1,0
89,70,1,1,4,0.6020599913279624,1,3,0,1,0,3
90,70,1,1,33,1.5185139398778875,13,20,0,13,0,20
91,70,1,1,67,1.8260748027008264,29,38,0,29,0,38
92,70,1,1,86,1.9344984512435677,31,55,0,31,0,55
93,70,1,1,78,1.8920946026904804,35,43,0,35,0,43
94,70,1,1,60,1.7781512503836436,19,41,0,19,0,41
95,70,1,1,31,1.4913616938342726,10,21,0,10,0,21
96,70,1,1,14,1.146128035678238,5,9,0,5,0,9
97,70,1,1,7,0.8450980400142568,3,4,0,3,0,4
99,70,1,1,1,0.0,1,0,0,1,0,0
3,71,1,1,2,0.3010299956639812,1,1,0,1,0,1
4,71,1,1,4,0.6020599913279624,1,3,0,1,0,3
5,71,1,1,15,1.1760912590556813,1,14,0,1,0,14
6,71,1,1,46,1.662757831681574,13,33,0,13,0,33
7,71,1,1,82,1.9138138523837167,27,55,0,27,0,55
8,71,1,1,97,1.9867717342662448,35,62,0,35,0,62
9,71,1,1,91,1.9590413923210936,33,58,0,33,0,58
10,71,1,1,78,1.8920946026904804,26,52,0,26,0,52
11,71,1,1,9,0.9542425094393249,4,5,0,4,0,5
12,71,1,1,1,0.0,0,1,0,0,1,0
14,71,1,1,3,0.47712125471966244,2,1,2,0,1,0
15,71,1,1,2,0.3010299956639812,1,1,1,0,1,0
16,71,1,1,7,0.8450980400142568,4,3,4,0,3,0
17,71,1,1,3,0.47712125471966244,1,2,1,0,2,0
18,71,1,1,8,0.9030899869919435,2,6,2,0,6,0
19,71,1,1,7,0.8450980400142568,3,4,3,0,4,0
20,71,1,1,9,0.9542425094393249,4,5,4,0,5,0
21,71,1,1,10,1.0,5,5,5,0,5,0
22,71,1,1,8,0.9030899869919435,2,6,2,0,6,0
23,71,1,1,10,1.0,7,3,7,0,3,0
24,71,1,1,7,0.8450980400142568,3,4,3,0,4,0
25,71,1,1,16,1.2041199826559248,5,11,5,0,11,0
26,71,1,1,20,1.3010299956639813,8,12,8,0,12,0
27,71,1,1,5,0.6989700043360189,2,3,2,0,3,0
28,71,1,1,4,0.6020599913279624,1,3,1,0,3,0
29,71,1,1,11,1.0413926851582251,2,9,2,0,9,0
30,71,1,1,13,1.1139433523068367,5,8,5,0,8,0
31,71,1,1,13,1.1139433523068367,4,9,4,0,9,0
32,71,1,1,19,1.2787536009528289,2,17,2,0,17,0
33,71,1,1,16,1.2041199826559248,3,13,3,0,13,0
34,71,1,1,17,1.2304489213782739,3,14,3,0,14,0
35,71,1,1,19,1.2787536009528289,2,17,2,0,17,0
36,71,1,1,24,1.380211241711606,7,17,7,0,17,0
37,71,1,1,9,0.9542425094393249,4,5,4,0,5,0
38,71,1,1,8,0.9030899869919435,5,3,5,0,3,0
39,71,1,1,22,1.3424226808222062,7,15,7,0,15,0
40,71,1,1,18,1.255272505103306,9,9,9,0,9,0
41,71,1,1,28,1.4471580313422192,9,19,9,0,19,0
42,71,1,1,29,1.462397997898956,13,16,13,0,16,0
43,71,1,1,28,1.4471580313422192,8,20,8,0,20,0
44,71,1,1,47,1.6720978579357175,15,32,15,0,32,0
45,71,1,1,33,1.5185139398778875,12,21,12,0,21,0
46,71,1,1,35,1.5440680443502757,11,24,11,0,24,0
47,71,1,1,68,1.8325089127062364,24,44,24,0,44,0
48,71,1,1,61,1.7853298350107671,23,38,23,0,38,0
49,71,1,1,100,2.0,30,70,30,0,70,0
50,71,1,1,114,2.0569048513364727,47,67,47,0,67,0
51,71,1,1,137,2.1367205671564067,57,80,57,0,80,0
52,71,1,1,78,1.8920946026904804,25,53,25,0,53,0
53,71,1,1,82,1.9138138523837167,27,55,27,0,55,0
54,71,1,1,56,1.7481880270062005,18,38,18,0,38,0
55,71,1,1,71,1.8512583487190752,29,42,29,0,42,0
56,71,1,1,62,1.792391689498254,22,40,22,0,40,0
57,71,1,1,37,1.568201724066995,16,21,16,0,21,0
58,71,1,1,65,1.8129133566428555,26,39,26,0,38,1
