x,y,width,height,attempt,log_attempt,made,miss,made2,made3,miss2,miss3
20,44,1,1,28,1.4471580313422192,8,20,0,8,0,20
21,44,1,1,38,1.5797835966168101,8,30,0,8,0,30
22,44,1,1,36,1.5563025007672873,10,26,0,10,0,26
23,44,1,1,65,1.8129133566428555,22,43,0,22,0,43
24,44,1,1,68,1.8325089127062364,18,50,0,18,0,50
25,44,1,1,110,2.041392685158225,39,71,0,39,0,71
26,44,1,1,104,2.0170333392987803,31,73,0,31,0,73
27,44,1,1,121,2.0827853703164503,44,77,0,44,0,77
28,44,1,1,124,2.093421685162235,47,77,0,47,0,77
29,44,1,1,111,2.0453229787866576,36,75,0,36,0,75
30,44,1,1,100,2.0,39,61,0,39,0,61
31,44,1,1,90,1.954242509439325,33,57,0,33,0,57
32,44,1,1,73,1.863322860120456,30,43,0,30,0,43
33,44,1,1,45,1.6532125137753437,15,30,0,15,0,30
34,44,1,1,19,1.2787536009528289,6,13,0,6,0,13
35,44,1,1,16,1.2041199826559248,8,8,0,8,0,8
36,44,1,1,8,0.9030899869919435,3,5,0,3,0,5
37,44,1,1,5,0.6989700043360189,1,4,0,1,0,4
38,44,1,1,2,0.3010299956639812,1,1,0,1,0,1
39,44,1,1,1,0.0,1,0,1,0,0,0
42,44,1,1,1,0.0,0,1,0,0,1,0
43,44,1,1,4,0.6020599913279624,1,3,1,0,3,0
44,44,1,1,1,0.0,1,0,1,0,0,0
45,44,1,1,3,0.47712125471966244,0,3,0,0,3,0
46,44,1,1,5,0.6989700043360189,1,4,1,0,4,0
47,44,1,1,2,0.3010299956639812,1,1,1,0,1,0
48,44,1,1,6,0.7781512503836436,3,3,3,0,3,0
49,44,1,1,7,0.8450980400142568,1,6,1,0,6,0
50,44,1,1,10,1.0,3,7,3,0,7,0
51,44,1,1,15,1.1760912590556813,4,11,4,0,11,0
52,44,1,1,6,0.7781512503836436,1,5,1,0,5,0
53,44,1,1,5,0.6989700043360189,1,4,1,0,4,0
54,44,1,1,5,0.6989700043360189,3,2,3,0,2,0
55,44,1,1,5,0.6989700043360189,4,1,4,0,1,0
56,44,1,1,3,0.47712125471966244,0,3,0,0,3,0
57,44,1,1,1,0.0,0,1,0,0,1,0
58,44,1,1,4,0.6020599913279624,1,3,1,0,3,0
59,44,1,1,2,0.3010299956639812,0,2,0,0,2,0
62,44,1,1,2,0.3010299956639812,0,2,0,0,0,2
63,44,1,1,2,0.3010299956639812,0,2,0,0,0,2
64,44,1,1,5,0.6989700043360189,1,4,0,1,0,4
65,44,1,1,3,0.47712125471966244,1,2,0,1,0,2
66,44,1,1,14,1.146128035678238,5,9,0,5,0,9
67,44,1,1,28,1.4471580313422192,11,17,0,11,0,17
68,44,1,1,49,1.6901960800285136,22,27,0,22,0,27
69,44,1,1,73,1.863322860120456,20,53,0,20,0,53
70,44,1,1,68,1.8325089127062364,27,41,0,27,0,41
71,44,1,1,80,1.9030899869919435,26,54,0,26,0,54
72,44,1,1,108,2.03342375548695,32,76,0,32,0,76
73,44,1,1,135,2.130333768495006,55,80,0,55,0,80
74,44,1,1,92,1.9637878273455553,28,64,0,28,0,64
75,44,1,1,116,2.0644579892269186,39,77,0,39,0,77
76,44,1,1,91,1.9590413923210936,32,59,0,32,0,59
77,44,1,1,95,1.9777236052888478,35,60,0,35,0,60
78,44,1,1,89,1.9493900066449128,32,57,0,32,0,57
79,44,1,1,64,1.806179973983887,22,42,0,22,0,42
80,44,1,1,46,1.662757831681574,22,24,0,22,0,24
81,44,1,1,54,1.7323937598229686,19,35,0,19,0,35
82,44,1,1,38,1.5797835966168101,12,26,0,12,0,26
83,44,1,1,26,1.414973347970818,12,14,0,12,0,14
84,44,1,1,22,1.3424226808222062,3,19,0,3,0,19
85,44,1,1,25,1.3979400086720377,14,11,0,14,0,11
86,44,1,1,9,0.9542425094393249,4,5,0,4,0,5
87,44,1,1,9,0.9542425094393249,4,5,0,4,0,5
88,44,1,1,9,0.9542425094393249,2,7,0,2,0,7
89,44,1,1,8,0.9030899869919435,3,5,0,3,0,5
90,44,1,1,2,0.3010299956639812,1,1,0,1,0,1
91,44,1,1,3,0.47712125471966244,0,3,0,0,0,3
93,44,1,1,3,0.47712125471966244,1,2,0,1,0,2
7,45,1,1,1,0.0,1,0,0,1,0,0
12,45,1,1,1,0.0,0,1,0,0,0,1
13,45,1,1,3,0.47712125471966244,0,3,0,0,0,3
14,45,1,1,3,0.47712125471966244,0,3,0,0,0,3
15,45,1,1,2,0.3010299956639812,0,2,0,0,0,2
16,45,1,1,3,0.47712125471966244,2,1,0,2,0,1
17,45,1,1,7,0.8450980400142568,3,4,0,3,0,4
18,45,1,1,16,1.2041199826559248,5,11,0,5,0,11
19,45,1,1,20,1.3010299956639813,10,10,0,10,0,10
20,45,1,1,35,1.5440680443502757,7,28,0,7,0,28
21,45,1,1,27,1.4313637641589874,7,20,0,7,0,20
22,45,1,1,37,1.568201724066995,10,27,0,10,0,27
23,45,1,1,59,1.7708520116421442,16,43,0,16,0,43
24,45,1,1,78,1.8920946026904804,27,51,0,27,0,51
25,45,1,1,93,1.968482948553935,34,59,0,34,0,59
26,45,1,1,105,2.0211892990699383,41,64,0,41,0,64
27,45,1,1,122,2.0863598306747484,37,85,0,37,0,85
28,45,1,1,96,1.9822712330395684,28,68,0,28,0,68
29,45,1,1,124,2.093421685162235,48,76,0,48,0,76
30,45,1,1,88,1.9444826721501687,30,58,0,30,0,58
31,45,1,1,77,1.8864907251724818,35,42,0,35,0,42
32,45,1,1,52,1.7160033436347992,24,28,0,24,0,28
33,45,1,1,40,1.6020599913279623,12,28,0,12,0,28
34,45,1,1,18,1.255272505103306,8,10,0,8,0,10
35,45,1,1,8,0.9030899869919435,1,7,0,1,0,7
36,45,1,1,6,0.7781512503836436,2,4,0,2,0,4
37,45,1,1,1,0.0,1,0,0,1,0,0
38,45,1,1,2,0.3010299956639812,0,2,0,0,0,2
40,45,1,1,1,0.0,0,1,0,0,1,0
42,45,1,1,2,0.3010299956639812,0,2,0,0,2,0
43,45,1,1,3,0.47712125471966244,0,3,0,0,3,0
44,45,1,1,5,0.6989700043360189,1,4,1,0,4,0
45,45,1,1,7,0.8450980400142568,1,6,1,0,6,0
46,45,1,1,6,0.7781512503836436,2,4,2,0,4,0
47,45,1,1,5,0.6989700043360189,2,3,2,0,3,0
48,45,1,1,8,0.9030899869919435,3,5,3,0,5,0
49,45,1,1,7,0.8450980400142568,2,5,2,0,5,0
50,45,1,1,14,1.146128035678238,9,5,9,0,5,0
51,45,1,1,15,1.1760912590556813,6,9,6,0,9,0
52,45,1,1,8,0.9030899869919435,2,6,2,0,6,0
53,45,1,1,4,0.6020599913279624,1,3,1,0,3,0
54,45,1,1,6,0.7781512503836436,2,4,2,0,4,0
55,45,1,1,4,0.6020599913279624,2,2,2,0,2,0
56,45,1,1,3,0.47712125471966244,1,2,1,0,2,0
57,45,1,1,1,0.0,1,0,1,0,0,0
58,45,1,1,1,0.0,0,1,0,0,1,0
59,45,1,1,2,0.3010299956639812,1,1,1,0,1,0
60,45,1,1,2,0.3010299956639812,2,0,2,0,0,0
61,45,1,1,1,0.0,0,1,0,0,1,0
64,45,1,1,3,0.47712125471966244,0,3,0,0,0,3
65,45,1,1,2,0.3010299956639812,0,2,0,0,0,2
66,45,1,1,10,1.0,0,10,0,0,0,10
67,45,1,1,19,1.2787536009528289,4,15,0,4,0,15
68,45,1,1,36,1.5563025007672873,13,23,0,13,0,23
69,45,1,1,51,1.7075701760979363,16,35,0,16,0,35
70,45,1,1,57,1.7558748556724915,19,38,0,19,0,38
71,45,1,1,108,2.03342375548695,38,70,0,38,0,70
72,45,1,1,95,1.9777236052888478,34,61,0,34,0,61
73,45,1,1,121,2.0827853703164503,46,75,0,46,0,75
74,45,1,1,104,2.0170333392987803,31,73,0,31,0,73
75,45,1,1,112,2.0492180226701815,45,67,0,45,0,67
76,45,1,1,100,2.0,34,66,0,34,0,66
77,45,1,1,104,2.0170333392987803,33,71,0,33,0,71
78,45,1,1,79,1.8976270912904414,25,54,0,25,0,54
79,45,1,1,69,1.8388490907372552,17,52,0,17,0,52
80,45,1,1,57,1.7558748556724915,16,41,0,16,0,41
81,45,1,1,53,1.724275869600789,20,33,0,20,0,33
82,45,1,1,31,1.4913616938342726,8,23,0,8,0,23
83,45,1,1,29,1.462397997898956,8,21,0,8,0,21
84,45,1,1,24,1.380211241711606,7,17,0,7,0,17
85,45,1,1,21,1.3222192947339193,8,13,0,8,0,13
86,45,1,1,19,1.2787536009528289,6,13,0,6,0,13
87,45,1,1,10,1.0,3,7,0,3,0,7
88,45,1,1,6,0.7781512503836436,3,3,0,3,0,3
89,45,1,1,5,0.6989700043360189,1,4,0,1,0,4
90,45,1,1,5,0.6989700043360189,0,5,0,0,0,5
91,45,1,1,1,0.0,0,1,0,0,0,1
8,46,1,1,1,0.0,0,1,0,0,0,1
9,46,1,1,2,0.3010299956639812,1,1,0,1,0,1
12,46,1,1,4,0.6020599913279624,2,2,0,2,0,2
13,46,1,1,3,0.47712125471966244,1,2,0,1,0,2
14,46,1,1,8,0.9030899869919435,2,6,0,2,0,6
15,46,1,1,16,1.2041199826559248,5,11,0,5,0,11
16,46,1,1,17,1.2304489213782739,4,13,0,4,0,13
17,46,1,1,24,1.380211241711606,11,13,0,11,0,13
18,46,1,1,23,1.3617278360175928,7,16,0,7,0,16
19,46,1,1,46,1.662757831681574,17,29,0,17,0,29
20,46,1,1,71,1.8512583487190752,18,53,0,18,0,53
21,46,1,1,89,1.9493900066449128,31,58,0,31,0,58
22,46,1,1,78,1.8920946026904804,24,54,0,24,0,54
23,46,1,1,123,2.089905111439398,38,85,0,38,0,85
24,46,1,1,120,2.0791812460476247,39,81,0,39,0,81
25,46,1,1,139,2.143014800254095,40,99,0,40,0,99
26,46,1,1,119,2.0755469613925306,41,78,0,41,0,78
27,46,1,1,124,2.093421685162235,44,80,0,44,0,80
28,46,1,1,86,1.9344984512435677,35,51,0,35,0,51
29,46,1,1,72,1.8573324964312685,25,47,0,25,0,47
30,46,1,1,37,1.568201724066995,14,23,0,14,0,23
31,46,1,1,19,1.2787536009528289,7,12,0,7,0,12
32,46,1,1,9,0.9542425094393249,4,5,0,4,0,5
33,46,1,1,4,0.6020599913279624,0,4,0,0,0,4
34,46,1,1,1,0.0,0,1,0,0,1,0
35,46,1,1,2,0.3010299956639812,0,2,0,0,2,0
36,46,1,1,3,0.47712125471966244,2,1,2,0,1,0
37,46,1,1,2,0.3010299956639812,0,2,0,0,2,0
38,46,1,1,5,0.6989700043360189,2,3,2,0,3,0
39,46,1,1,3,0.47712125471966244,1,2,1,0,2,0
40,46,1,1,5,0.6989700043360189,5,0,5,0,0,0
41,46,1,1,5,0.6989700043360189,3,2,3,0,2,0
42,46,1,1,15,1.1760912590556813,7,8,7,0,8,0
43,46,1,1,9,0.9542425094393249,3,6,3,0,6,0
44,46,1,1,8,0.9030899869919435,4,4,4,0,4,0
45,46,1,1,5,0.6989700043360189,1,4,1,0,4,0
46,46,1,1,9,0.9542425094393249,5,4,5,0,4,0
47,46,1,1,8,0.9030899869919435,2,6,2,0,6,0
48,46,1,1,8,0.9030899869919435,3,5,3,0,5,0
49,46,1,1,17,1.2304489213782739,7,10,7,0,10,0
50,46,1,1,15,1.1760912590556813,5,10,5,0,10,0
51,46,1,1,24,1.380211241711606,12,12,12,0,12,0
52,46,1,1,13,1.1139433523068367,8,5,8,0,5,0
53,46,1,1,13,1.1139433523068367,4,9,4,0,9,0
54,46,1,1,5,0.6989700043360189,2,3,2,0,3,0
55,46,1,1,7,0.8450980400142568,1,6,1,0,6,0
56,46,1,1,11,1.0413926851582251,4,7,4,0,7,0
57,46,1,1,5,0.6989700043360189,2,3,2,0,3,0
58,46,1,1,11,1.0413926851582251,4,7,4,0,7,0
59,46,1,1,6,0.7781512503836436,3,3,3,0,3,0
60,46,1,1,3,0.47712125471966244,0,3,0,0,3,0
61,46,1,1,6,0.7781512503836436,3,3,3,0,3,0
62,46,1,1,6,0.7781512503836436,2,4,2,0,4,0
63,46,1,1,7,0.8450980400142568,3,4,3,0,4,0
64,46,1,1,3,0.47712125471966244,1,2,1,0,2,0
66,46,1,1,2,0.3010299956639812,0,2,0,0,1,1
67,46,1,1,2,0.3010299956639812,0,2,0,0,0,2
68,46,1,1,2,0.3010299956639812,1,1,0,1,0,1
69,46,1,1,10,1.0,4,6,0,4,0,6
70,46,1,1,10,1.0,0,10,0,0,0,10
71,46,1,1,37,1.568201724066995,17,20,0,17,0,20
72,46,1,1,38,1.5797835966168101,20,18,0,20,0,18
73,46,1,1,76,1.8808135922807914,25,51,0,25,0,51
74,46,1,1,78,1.8920946026904804,32,46,0,32,0,46
75,46,1,1,108,2.03342375548695,35,73,0,35,0,73
76,46,1,1,112,2.0492180226701815,36,76,0,36,0,76
77,46,1,1,129,2.110589710299249,46,83,0,46,0,83
78,46,1,1,100,2.0,37,63,0,37,0,63
79,46,1,1,116,2.0644579892269186,39,77,0,39,0,77
80,46,1,1,89,1.9493900066449128,32,57,0,32,0,57
81,46,1,1,77,1.8864907251724818,24,53,0,24,0,53
82,46,1,1,65,1.8129133566428555,14,51,0,14,0,51
83,46,1,1,43,1.6334684555795864,14,29,0,14,0,29
84,46,1,1,51,1.7075701760979363,20,31,0,20,0,31
85,46,1,1,30,1.4771212547196624,9,21,0,9,0,21
86,46,1,1,27,1.4313637641589874,10,17,0,10,0,17
87,46,1,1,23,1.3617278360175928,6,17,0,6,0,17
88,46,1,1,17,1.2304489213782739,7,10,0,7,0,10
89,46,1,1,9,0.9542425094393249,3,6,0,3,0,6
90,46,1,1,3,0.47712125471966244,2,1,0,2,0,1
91,46,1,1,2,0.3010299956639812,0,2,0,0,0,2
92,46,1,1,5,0.6989700043360189,0,5,0,0,0,5
94,46,1,1,2,0.3010299956639812,1,1,0,1,0,1
12,47,1,1,7,0.8450980400142568,0,7,0,0,0,7
13,47,1,1,3,0.47712125471966244,1,2,0,1,0,2
14,47,1,1,5,0.6989700043360189,0,5,0,0,0,5
15,47,1,1,8,0.9030899869919435,1,7,0,1,0,7
16,47,1,1,10,1.0,3,7,0,3,0,7
17,47,1,1,21,1.3222192947339193,6,15,0,6,0,15
18,47,1,1,29,1.462397997898956,13,16,0,13,0,16
19,47,1,1,43,1.6334684555795864,12,31,0,12,0,31
20,47,1,1,53,1.724275869600789,17,36,0,17,0,36
21,47,1,1,72,1.8573324964312685,25,47,0,25,0,47
22,47,1,1,70,1.845098040014257,27,43,0,27,0,43
23,47,1,1,139,2.143014800254095,47,92,0,47,0,92
24,47,1,1,126,2.100370545117563,41,85,0,41,0,85
25,47,1,1,163,2.2121876044039577,59,104,0,59,0,104
26,47,1,1,116,2.0644579892269186,32,84,0,32,0,84
27,47,1,1,138,2.1398790864012365,52,86,0,52,0,86
28,47,1,1,79,1.8976270912904414,24,55,0,24,0,55
29,47,1,1,68,1.8325089127062364,17,51,0,17,0,51
30,47,1,1,23,1.3617278360175928,6,17,0,6,0,17
31,47,1,1,12,1.0791812460476249,4,8,0,4,0,8
32,47,1,1,2,0.3010299956639812,1,1,0,1,0,1
33,47,1,1,1,0.0,0,1,0,0,0,1
36,47,1,1,3,0.47712125471966244,1,2,1,0,2,0
37,47,1,1,4,0.6020599913279624,0,4,0,0,4,0
38,47,1,1,5,0.6989700043360189,2,3,2,0,3,0
39,47,1,1,4,0.6020599913279624,2,2,2,0,2,0
40,47,1,1,8,0.9030899869919435,3,5,3,0,5,0
41,47,1,1,8,0.9030899869919435,3,5,3,0,5,0
42,47,1,1,6,0.7781512503836436,0,6,0,0,6,0
43,47,1,1,7,0.8450980400142568,2,5,2,0,5,0
44,47,1,1,7,0.8450980400142568,2,5,2,0,5,0
45,47,1,1,10,1.0,2,8,2,0,8,0
46,47,1,1,13,1.1139433523068367,5,8,5,0,8,0
47,47,1,1,14,1.146128035678238,4,10,4,0,10,0
48,47,1,1,10,1.0,4,6,4,0,6,0
49,47,1,1,16,1.2041199826559248,9,7,9,0,7,0
50,47,1,1,16,1.2041199826559248,7,9,7,0,9,0
51,47,1,1,34,1.5314789170422551,14,20,14,0,20,0
52,47,1,1,16,1.2041199826559248,9,7,9,0,7,0
53,47,1,1,11,1.0413926851582251,4,7,4,0,7,0
54,47,1,1,7,0.8450980400142568,3,4,3,0,4,0
55,47,1,1,13,1.1139433523068367,4,9,4,0,9,0
56,47,1,1,9,0.9542425094393249,4,5,4,0,5,0
57,47,1,1,7,0.8450980400142568,4,3,4,0,3,0
58,47,1,1,12,1.0791812460476249,4,8,4,0,8,0
59,47,1,1,8,0.9030899869919435,4,4,4,0,4,0
60,47,1,1,7,0.8450980400142568,3,4,3,0,4,0
61,47,1,1,6,0.7781512503836436,1,5,1,0,5,0
62,47,1,1,7,0.8450980400142568,3,4,3,0,4,0
63,47,1,1,1,0.0,1,0,1,0,0,0
64,47,1,1,6,0.7781512503836436,3,3,3,0,3,0
66,47,1,1,2,0.3010299956639812,0,2,0,0,2,0
67,47,1,1,1,0.0,0,1,0,0,0,1
68,47,1,1,5,0.6989700043360189,0,5,0,0,0,5
69,47,1,1,12,1.0791812460476249,4,8,0,4,0,8
70,47,1,1,10,1.0,4,6,0,4,0,6
71,47,1,1,22,1.3424226808222062,10,12,0,10,0,12
72,47,1,1,53,1.724275869600789,19,34,0,19,0,34
73,47,1,1,82,1.9138138523837167,36,46,0,36,0,46
74,47,1,1,70,1.845098040014257,20,50,0,20,0,50
75,47,1,1,148,2.1702617153949575,52,96,0,52,0,96
76,47,1,1,130,2.113943352306837,40,90,0,40,0,90
77,47,1,1,144,2.1583624920952498,49,95,0,49,0,95
78,47,1,1,101,2.0043213737826426,34,67,0,34,0,67
79,47,1,1,154,2.187520720836463,62,92,0,62,0,92
80,47,1,1,111,2.0453229787866576,34,77,0,34,0,77
81,47,1,1,98,1.9912260756924949,38,60,0,38,0,60
82,47,1,1,72,1.8573324964312685,25,47,0,25,0,47
83,47,1,1,54,1.7323937598229686,14,40,0,14,0,40
84,47,1,1,56,1.7481880270062005,14,42,0,14,0,42
85,47,1,1,38,1.5797835966168101,21,17,0,21,0,17
86,47,1,1,34,1.5314789170422551,9,25,0,9,0,25
87,47,1,1,19,1.2787536009528289,4,15,0,4,0,15
88,47,1,1,20,1.3010299956639813,7,13,0,7,0,13
89,47,1,1,13,1.1139433523068367,4,9,0,4,0,9
90,47,1,1,5,0.6989700043360189,1,4,0,1,0,4
91,47,1,1,8,0.9030899869919435,1,7,0,1,0,7
92,47,1,1,1,0.0,0,1,0,0,0,1
93,47,1,1,4,0.6020599913279624,2,2,0,2,0,2
94,47,1,1,1,0.0,0,1,0,0,0,1
95,47,1,1,1,0.0,0,1,0,0,0,1
10,48,1,1,5,0.6989700043360189,0,5,0,0,0,5
11,48,1,1,4,0.6020599913279624,0,4,0,0,0,4
12,48,1,1,6,0.7781512503836436,4,2,0,4,0,2
13,48,1,1,3,0.47712125471966244,1,2,0,1,0,2
14,48,1,1,13,1.1139433523068367,3,10,0,3,0,10
15,48,1,1,14,1.146128035678238,4,10,0,4,0,10
16,48,1,1,16,1.2041199826559248,3,13,0,3,0,13
17,48,1,1,37,1.568201724066995,14,23,0,14,0,23
18,48,1,1,50,1.6989700043360187,19,31,0,19,0,31
19,48,1,1,92,1.9637878273455553,26,66,0,26,0,66
20,48,1,1,84,1.9242792860618816,32,52,0,32,0,52
21,48,1,1,106,2.0253058652647704,40,66,0,40,0,66
22,48,1,1,100,2.0,33,67,0,33,0,67
23,48,1,1,143,2.155336037465062,57,86,0,57,0,86
24,48,1,1,108,2.03342375548695,34,74,0,34,0,74
25,48,1,1,118,2.0718820073061255,37,81,0,37,0,81
26,48,1,1,60,1.7781512503836436,24,36,0,24,0,36
27,48,1,1,42,1.6232492903979006,18,24,0,18,0,24
28,48,1,1,11,1.0413926851582251,2,9,0,2,0,9
29,48,1,1,6,0.7781512503836436,2,4,0,2,0,4
30,48,1,1,1,0.0,0,1,0,0,1,0
31,48,1,1,1,0.0,1,0,1,0,0,0
32,48,1,1,1,0.0,1,0,1,0,0,0
33,48,1,1,2,0.3010299956639812,2,0,2,0,0,0
34,48,1,1,7,0.8450980400142568,2,5,2,0,5,0
35,48,1,1,7,0.8450980400142568,2,5,2,0,5,0
36,48,1,1,7,0.8450980400142568,3,4,3,0,4,0
37,48,1,1,5,0.6989700043360189,1,4,1,0,4,0
38,48,1,1,10,1.0,5,5,5,0,5,0
39,48,1,1,9,0.9542425094393249,5,4,5,0,4,0
40,48,1,1,10,1.0,3,7,3,0,7,0
41,48,1,1,12,1.0791812460476249,4,8,4,0,8,0
42,48,1,1,15,1.1760912590556813,7,8,7,0,8,0
43,48,1,1,6,0.7781512503836436,3,3,3,0,3,0
44,48,1,1,8,0.9030899869919435,0,8,0,0,8,0
45,48,1,1,9,0.9542425094393249,2,7,2,0,7,0
46,48,1,1,11,1.0413926851582251,6,5,6,0,5,0
47,48,1,1,11,1.0413926851582251,2,9,2,0,9,0
48,48,1,1,12,1.0791812460476249,4,8,4,0,8,0
49,48,1,1,15,1.1760912590556813,6,9,6,0,9,0
50,48,1,1,24,1.380211241711606,9,15,9,0,15,0
51,48,1,1,20,1.3010299956639813,5,15,5,0,15,0
52,48,1,1,15,1.1760912590556813,8,7,8,0,7,0
53,48,1,1,12,1.0791812460476249,4,8,4,0,8,0
54,48,1,1,10,1.0,4,6,4,0,6,0
55,48,1,1,9,0.9542425094393249,4,5,4,0,5,0
56,48,1,1,9,0.9542425094393249,5,4,5,0,4,0
57,48,1,1,9,0.9542425094393249,5,4,5,0,4,0
58,48,1,1,5,0.6989700043360189,2,3,2,0,3,0
59,48,1,1,12,1.0791812460476249,3,9,3,0,9,0
60,48,1,1,8,0.9030899869919435,3,5,3,0,5,0
61,48,1,1,6,0.7781512503836436,1,5,1,0,5,0
62,48,1,1,13,1.1139433523068367,6,7,6,0,7,0
63,48,1,1,11,1.0413926851582251,6,5,6,0,5,0
64,48,1,1,9,0.9542425094393249,3,6,3,0,6,0
65,48,1,1,8,0.9030899869919435,2,6,2,0,6,0
66,48,1,1,4,0.6020599913279624,0,4,0,0,4,0
67,48,1,1,5,0.6989700043360189,1,4,1,0,4,0
68,48,1,1,3,0.47712125471966244,2,1,2,0,1,0
69,48,1,1,2,0.3010299956639812,0,2,0,0,2,0
72,48,1,1,3,0.47712125471966244,1,2,0,1,0,2
73,48,1,1,14,1.146128035678238,7,7,0,7,0,7
74,48,1,1,23,1.3617278360175928,7,16,0,7,0,16
75,48,1,1,60,1.7781512503836436,17,43,0,17,0,43
76,48,1,1,60,1.7781512503836436,21,39,0,21,0,39
77,48,1,1,138,2.1398790864012365,55,83,0,55,0,83
78,48,1,1,104,2.0170333392987803,43,61,0,43,0,61
79,48,1,1,128,2.1072099696478683,46,82,0,46,0,82
80,48,1,1,117,2.0681858617461617,39,78,0,39,0,78
81,48,1,1,126,2.100370545117563,40,86,0,40,0,86
82,48,1,1,85,1.9294189257142926,32,53,0,32,0,53
83,48,1,1,70,1.845098040014257,25,45,0,25,0,45
84,48,1,1,70,1.845098040014257,25,45,0,25,0,45
85,48,1,1,42,1.6232492903979006,10,32,0,10,0,32
86,48,1,1,29,1.462397997898956,10,19,0,10,0,19
87,48,1,1,25,1.3979400086720377,5,20,0,5,0,20
88,48,1,1,21,1.3222192947339193,8,13,0,8,0,13
89,48,1,1,14,1.146128035678238,4,10,0,4,0,10
90,48,1,1,5,0.6989700043360189,0,5,0,0,0,5
91,48,1,1,1,0.0,0,1,0,0,0,1
92,48,1,1,4,0.6020599913279624,0,4,0,0,0,4
93,48,1,1,2,0.3010299956639812,0,2,0,0,0,2
10,49,1,1,2,0.3010299956639812,1,1,0,1,0,1
11,49,1,1,3,0.47712125471966244,2,1,0,2,0,1
12,49,1,1,6,0.7781512503836436,2,4,0,2,0,4
13,49,1,1,2,0.3010299956639812,1,1,0,1,0,1
14,49,1,1,6,0.7781512503836436,2,4,0,2,0,4
15,49,1,1,21,1.3222192947339193,7,14,0,7,0,14
16,49,1,1,22,1.3424226808222062,9,13,0,9,0,13
17,49,1,1,33,1.5185139398778875,9,24,0,9,0,24
18,49,1,1,53,1.724275869600789,18,35,0,18,0,35
19,49,1,1,82,1.9138138523837167,21,61,0,21,0,61
20,49,1,1,103,2.012837224705172,38,65,0,38,0,65
21,49,1,1,97,1.9867717342662448,42,55,0,42,0,55
22,49,1,1,119,2.0755469613925306,37,82,0,37,0,82
23,49,1,1,136,2.1335389083702174,45,91,0,45,0,91
24,49,1,1,96,1.9822712330395684,35,61,0,35,0,61
25,49,1,1,101,2.0043213737826426,33,68,0,33,0,68
26,49,1,1,52,1.7160033436347992,24,28,0,24,0,28
27,49,1,1,32,1.505149978319906,11,21,0,11,0,21
28,49,1,1,10,1.0,4,6,0,4,0,6
29,49,1,1,4,0.6020599913279624,1,3,0,1,0,3
31,49,1,1,3,0.47712125471966244,1,2,1,0,2,0
32,49,1,1,1,0.0,1,0,1,0,0,0
33,49,1,1,4,0.6020599913279624,1,3,1,0,3,0
34,49,1,1,5,0.6989700043360189,2,3,2,0,3,0
35,49,1,1,11,1.0413926851582251,3,8,3,0,8,0
36,49,1,1,13,1.1139433523068367,3,10,3,0,10,0
37,49,1,1,12,1.0791812460476249,5,7,5,0,7,0
38,49,1,1,10,1.0,4,6,4,0,6,0
39,49,1,1,2,0.3010299956639812,1,1,1,0,1,0
40,49,1,1,11,1.0413926851582251,1,10,1,0,10,0
41,49,1,1,5,0.6989700043360189,2,3,2,0,3,0
42,49,1,1,12,1.0791812460476249,1,11,1,0,11,0
43,49,1,1,7,0.8450980400142568,4,3,4,0,3,0
44,49,1,1,13,1.1139433523068367,6,7,6,0,7,0
45,49,1,1,8,0.9030899869919435,5,3,5,0,3,0
46,49,1,1,12,1.0791812460476249,5,7,5,0,7,0
47,49,1,1,8,0.9030899869919435,6,2,6,0,2,0
48,49,1,1,8,0.9030899869919435,4,4,4,0,4,0
49,49,1,1,22,1.3424226808222062,8,14,8,0,14,0
50,49,1,1,20,1.3010299956639813,9,11,9,0,11,0
51,49,1,1,20,1.3010299956639813,9,11,9,0,11,0
52,49,1,1,18,1.255272505103306,8,10,8,0,10,0
53,49,1,1,18,1.255272505103306,7,11,7,0,11,0
54,49,1,1,13,1.1139433523068367,4,9,4,0,9,0
55,49,1,1,11,1.0413926851582251,6,5,6,0,5,0
56,49,1,1,10,1.0,5,5,5,0,5,0
57,49,1,1,8,0.9030899869919435,1,7,1,0,7,0
58,49,1,1,10,1.0,3,7,3,0,7,0
59,49,1,1,6,0.7781512503836436,2,4,2,0,4,0
60,49,1,1,13,1.1139433523068367,6,7,6,0,7,0
61,49,1,1,5,0.6989700043360189,3,2,3,0,2,0
62,49,1,1,9,0.9542425094393249,2,7,2,0,7,0
63,49,1,1,6,0.7781512503836436,1,5,1,0,5,0
64,49,1,1,10,1.0,5,5,5,0,5,0
65,49,1,1,7,0.8450980400142568,4,3,4,0,3,0
66,49,1,1,5,0.6989700043360189,0,5,0,0,5,0
67,49,1,1,4,0.6020599913279624,2,2,2,0,2,0
68,49,1,1,5,0.6989700043360189,2,3,2,0,3,0
69,49,1,1,4,0.6020599913279624,2,2,2,0,2,0
70,49,1,1,1,0.0,0,1,0,0,1,0
72,49,1,1,3,0.47712125471966244,2,1,0,2,0,1
73,49,1,1,9,0.9542425094393249,3,6,0,3,0,6
74,49,1,1,15,1.1760912590556813,3,12,0,3,0,12
75,49,1,1,52,1.7160033436347992,18,34,0,18,0,34
76,49,1,1,53,1.724275869600789,14,39,0,14,0,39
77,49,1,1,108,2.03342375548695,39,69,0,39,0,69
78,49,1,1,110,2.041392685158225,34,76,0,34,0,76
